"ID"	"Country"	"Region"	"Year"	"Antibiotic"	"MIC"
10527287	"Egypt"	NA	2018	"Ampicillin"	32
10527287	"Egypt"	NA	2018	"Ampicillin/Sulbactam"	32
10527287	"Egypt"	NA	2018	"Cefepime"	16
10527287	"Egypt"	NA	2018	"Cefoxitin"	16
10527287	"Egypt"	NA	2018	"Ceftazidime"	32
10527287	"Egypt"	NA	2018	"Ceftriaxone"	64
10527287	"Egypt"	NA	2018	"Imipenem"	1
10527287	"Egypt"	NA	2018	"Levofloxacin"	4
10527287	"Egypt"	NA	2018	"Meropenem"	2
10527287	"Egypt"	NA	2018	"Piperacillin/Tazobactam"	32
10527286	"Egypt"	NA	2018	"Amikacin"	16
10527286	"Egypt"	NA	2018	"Ampicillin"	32
10527286	"Egypt"	NA	2018	"Ampicillin/Sulbactam"	32
10527286	"Egypt"	NA	2018	"Cefepime"	16
10527286	"Egypt"	NA	2018	"Cefoxitin"	16
10527286	"Egypt"	NA	2018	"Ceftazidime"	16
10527286	"Egypt"	NA	2018	"Ceftriaxone"	64
10527286	"Egypt"	NA	2018	"Imipenem"	0.5
10527286	"Egypt"	NA	2018	"Levofloxacin"	4
10527286	"Egypt"	NA	2018	"Meropenem"	1
10527286	"Egypt"	NA	2018	"Piperacillin/Tazobactam"	32
10522947	"China"	NA	2018	"Amikacin"	16
10522947	"China"	NA	2018	"Ampicillin"	32
10522947	"China"	NA	2018	"Ampicillin/Sulbactam"	32
10522947	"China"	NA	2018	"Cefepime"	8
10522947	"China"	NA	2018	"Cefoxitin"	32
10522947	"China"	NA	2018	"Ceftazidime"	16
10522947	"China"	NA	2018	"Ceftriaxone"	64
10522947	"China"	NA	2018	"Imipenem"	0.5
10522947	"China"	NA	2018	"Levofloxacin"	4
10522947	"China"	NA	2018	"Meropenem"	1
10522947	"China"	NA	2018	"Piperacillin/Tazobactam"	32
10497376	"China"	NA	2018	"Amikacin"	16
10497376	"China"	NA	2018	"Ampicillin"	32
10497376	"China"	NA	2018	"Ampicillin/Sulbactam"	32
10497376	"China"	NA	2018	"Cefepime"	16
10497376	"China"	NA	2018	"Cefoxitin"	16
10497376	"China"	NA	2018	"Ceftazidime"	16
10497376	"China"	NA	2018	"Ceftriaxone"	64
10497376	"China"	NA	2018	"Imipenem"	1
10497376	"China"	NA	2018	"Levofloxacin"	4
10497376	"China"	NA	2018	"Meropenem"	2
10497376	"China"	NA	2018	"Piperacillin/Tazobactam"	32
10477349	"USA"	"NY, Buffalo"	2018	"Amikacin"	16
10477349	"USA"	"NY, Buffalo"	2018	"Ampicillin"	32
10477349	"USA"	"NY, Buffalo"	2018	"Ampicillin/Sulbactam"	32
10477349	"USA"	"NY, Buffalo"	2018	"Cefepime"	16
10477349	"USA"	"NY, Buffalo"	2018	"Cefoxitin"	16
10477349	"USA"	"NY, Buffalo"	2018	"Ceftazidime"	16
10477349	"USA"	"NY, Buffalo"	2018	"Ceftriaxone"	64
10477349	"USA"	"NY, Buffalo"	2018	"Imipenem"	0.5
10477349	"USA"	"NY, Buffalo"	2018	"Levofloxacin"	4
10477349	"USA"	"NY, Buffalo"	2018	"Meropenem"	1
10477349	"USA"	"NY, Buffalo"	2018	"Piperacillin/Tazobactam"	32
10477245	"Japan"	NA	2018	"Amikacin"	16
10477245	"Japan"	NA	2018	"Ampicillin"	32
10477245	"Japan"	NA	2018	"Ampicillin/Sulbactam"	32
10477245	"Japan"	NA	2018	"Cefepime"	8
10477245	"Japan"	NA	2018	"Cefoxitin"	16
10477245	"Japan"	NA	2018	"Ceftazidime"	32
10477245	"Japan"	NA	2018	"Ceftriaxone"	64
10477245	"Japan"	NA	2018	"Imipenem"	0.5
10477245	"Japan"	NA	2018	"Levofloxacin"	4
10477245	"Japan"	NA	2018	"Meropenem"	1
10477245	"Japan"	NA	2018	"Piperacillin/Tazobactam"	32
10477244	"Japan"	NA	2018	"Amikacin"	16
10477244	"Japan"	NA	2018	"Ampicillin"	32
10477244	"Japan"	NA	2018	"Ampicillin/Sulbactam"	32
10477244	"Japan"	NA	2018	"Cefepime"	16
10477244	"Japan"	NA	2018	"Cefoxitin"	16
10477244	"Japan"	NA	2018	"Ceftazidime"	16
10477244	"Japan"	NA	2018	"Ceftriaxone"	64
10477244	"Japan"	NA	2018	"Imipenem"	0.5
10477244	"Japan"	NA	2018	"Levofloxacin"	4
10477244	"Japan"	NA	2018	"Meropenem"	1
10477244	"Japan"	NA	2018	"Piperacillin/Tazobactam"	32
10476560	"China"	"Guangdong"	2018	"Amikacin"	16
10476560	"China"	"Guangdong"	2018	"Ampicillin"	32
10476560	"China"	"Guangdong"	2018	"Ampicillin/Sulbactam"	32
10476560	"China"	"Guangdong"	2018	"Cefepime"	16
10476560	"China"	"Guangdong"	2018	"Cefoxitin"	16
10476560	"China"	"Guangdong"	2018	"Ceftazidime"	16
10476560	"China"	"Guangdong"	2018	"Ceftriaxone"	64
10476560	"China"	"Guangdong"	2018	"Imipenem"	0.5
10476560	"China"	"Guangdong"	2018	"Levofloxacin"	4
10476560	"China"	"Guangdong"	2018	"Meropenem"	1
10476560	"China"	"Guangdong"	2018	"Piperacillin/Tazobactam"	32
10473953	"China"	"zhejiang"	2018	"Amikacin"	16
10473953	"China"	"zhejiang"	2018	"Ampicillin"	32
10473953	"China"	"zhejiang"	2018	"Ampicillin/Sulbactam"	32
10473953	"China"	"zhejiang"	2018	"Cefepime"	8
10473953	"China"	"zhejiang"	2018	"Cefoxitin"	16
10473953	"China"	"zhejiang"	2018	"Ceftazidime"	16
10473953	"China"	"zhejiang"	2018	"Ceftriaxone"	32
10473953	"China"	"zhejiang"	2018	"Imipenem"	0.5
10473953	"China"	"zhejiang"	2018	"Levofloxacin"	4
10473953	"China"	"zhejiang"	2018	"Meropenem"	1
10473953	"China"	"zhejiang"	2018	"Piperacillin/Tazobactam"	32
10461964	"China"	NA	2018	"Amikacin"	16
10461964	"China"	NA	2018	"Ampicillin"	32
10461964	"China"	NA	2018	"Ampicillin/Sulbactam"	32
10461964	"China"	NA	2018	"Cefepime"	16
10461964	"China"	NA	2018	"Cefoxitin"	32
10461964	"China"	NA	2018	"Ceftazidime"	16
10461964	"China"	NA	2018	"Ceftriaxone"	32
10461964	"China"	NA	2018	"Imipenem"	0.25
10461964	"China"	NA	2018	"Levofloxacin"	4
10461964	"China"	NA	2018	"Meropenem"	0.5
10461964	"China"	NA	2018	"Piperacillin/Tazobactam"	32
10439712	"China"	"Henan"	2018	"Amikacin"	16
10439712	"China"	"Henan"	2018	"Ampicillin"	32
10439712	"China"	"Henan"	2018	"Ampicillin/Sulbactam"	32
10439712	"China"	"Henan"	2018	"Cefepime"	16
10439712	"China"	"Henan"	2018	"Cefoxitin"	16
10439712	"China"	"Henan"	2018	"Ceftazidime"	16
10439712	"China"	"Henan"	2018	"Ceftriaxone"	64
10439712	"China"	"Henan"	2018	"Imipenem"	1
10439712	"China"	"Henan"	2018	"Levofloxacin"	4
10439712	"China"	"Henan"	2018	"Meropenem"	2
10439712	"China"	"Henan"	2018	"Piperacillin/Tazobactam"	32
10439690	"China"	"Henan"	2018	"Amikacin"	16
10439690	"China"	"Henan"	2018	"Ampicillin"	32
10439690	"China"	"Henan"	2018	"Ampicillin/Sulbactam"	32
10439690	"China"	"Henan"	2018	"Cefepime"	16
10439690	"China"	"Henan"	2018	"Cefoxitin"	16
10439690	"China"	"Henan"	2018	"Ceftazidime"	16
10439690	"China"	"Henan"	2018	"Ceftriaxone"	64
10439690	"China"	"Henan"	2018	"Imipenem"	1
10439690	"China"	"Henan"	2018	"Levofloxacin"	4
10439690	"China"	"Henan"	2018	"Meropenem"	2
10439690	"China"	"Henan"	2018	"Piperacillin/Tazobactam"	32
10409888	"United Kingdom"	NA	2018	"Amikacin"	16
10409888	"United Kingdom"	NA	2018	"Ampicillin"	32
10409888	"United Kingdom"	NA	2018	"Ampicillin/Sulbactam"	32
10409888	"United Kingdom"	NA	2018	"Cefepime"	16
10409888	"United Kingdom"	NA	2018	"Cefoxitin"	16
10409888	"United Kingdom"	NA	2018	"Ceftazidime"	32
10409888	"United Kingdom"	NA	2018	"Ceftriaxone"	64
10409888	"United Kingdom"	NA	2018	"Imipenem"	2
10409888	"United Kingdom"	NA	2018	"Levofloxacin"	4
10409888	"United Kingdom"	NA	2018	"Meropenem"	1
10409888	"United Kingdom"	NA	2018	"Piperacillin/Tazobactam"	64
10400779	"Norway"	NA	2018	"Amikacin"	16
10400779	"Norway"	NA	2018	"Ampicillin"	32
10400779	"Norway"	NA	2018	"Ampicillin/Sulbactam"	32
10400779	"Norway"	NA	2018	"Cefepime"	16
10400779	"Norway"	NA	2018	"Cefoxitin"	16
10400779	"Norway"	NA	2018	"Ceftazidime"	16
10400779	"Norway"	NA	2018	"Ceftriaxone"	64
10400779	"Norway"	NA	2018	"Imipenem"	1
10400779	"Norway"	NA	2018	"Levofloxacin"	4
10400779	"Norway"	NA	2018	"Meropenem"	1
10400779	"Norway"	NA	2018	"Piperacillin/Tazobactam"	32
10400778	"Norway"	NA	2018	"Amikacin"	16
10400778	"Norway"	NA	2018	"Ampicillin"	32
10400778	"Norway"	NA	2018	"Ampicillin/Sulbactam"	32
10400778	"Norway"	NA	2018	"Cefepime"	16
10400778	"Norway"	NA	2018	"Cefoxitin"	16
10400778	"Norway"	NA	2018	"Ceftazidime"	32
10400778	"Norway"	NA	2018	"Ceftriaxone"	64
10400778	"Norway"	NA	2018	"Imipenem"	1
10400778	"Norway"	NA	2018	"Levofloxacin"	4
10400778	"Norway"	NA	2018	"Meropenem"	0.25
10400778	"Norway"	NA	2018	"Piperacillin/Tazobactam"	32
10377421	"Switzerland"	NA	2018	"Amikacin"	16
10377421	"Switzerland"	NA	2018	"Ampicillin"	32
10377421	"Switzerland"	NA	2018	"Ampicillin/Sulbactam"	32
10377421	"Switzerland"	NA	2018	"Cefepime"	16
10377421	"Switzerland"	NA	2018	"Cefoxitin"	32
10377421	"Switzerland"	NA	2018	"Ceftazidime"	32
10377421	"Switzerland"	NA	2018	"Ceftriaxone"	128
10377421	"Switzerland"	NA	2018	"Imipenem"	1
10377421	"Switzerland"	NA	2018	"Levofloxacin"	4
10377421	"Switzerland"	NA	2018	"Meropenem"	2
10377421	"Switzerland"	NA	2018	"Piperacillin/Tazobactam"	64
10377420	"Switzerland"	NA	2018	"Amikacin"	16
10377420	"Switzerland"	NA	2018	"Ampicillin"	32
10377420	"Switzerland"	NA	2018	"Ampicillin/Sulbactam"	32
10377420	"Switzerland"	NA	2018	"Cefepime"	16
10377420	"Switzerland"	NA	2018	"Cefoxitin"	32
10377420	"Switzerland"	NA	2018	"Ceftazidime"	32
10377420	"Switzerland"	NA	2018	"Ceftriaxone"	64
10377420	"Switzerland"	NA	2018	"Imipenem"	0.5
10377420	"Switzerland"	NA	2018	"Levofloxacin"	4
10377420	"Switzerland"	NA	2018	"Meropenem"	1
10377420	"Switzerland"	NA	2018	"Piperacillin/Tazobactam"	32
10377419	"Switzerland"	NA	2018	"Amikacin"	16
10377419	"Switzerland"	NA	2018	"Ampicillin"	32
10377419	"Switzerland"	NA	2018	"Ampicillin/Sulbactam"	32
10377419	"Switzerland"	NA	2018	"Cefepime"	8
10377419	"Switzerland"	NA	2018	"Cefoxitin"	16
10377419	"Switzerland"	NA	2018	"Ceftazidime"	32
10377419	"Switzerland"	NA	2018	"Ceftriaxone"	64
10377419	"Switzerland"	NA	2018	"Imipenem"	1
10377419	"Switzerland"	NA	2018	"Levofloxacin"	4
10377419	"Switzerland"	NA	2018	"Meropenem"	2
10377419	"Switzerland"	NA	2018	"Piperacillin/Tazobactam"	32
10377418	"Switzerland"	NA	2018	"Amikacin"	16
10377418	"Switzerland"	NA	2018	"Ampicillin"	32
10377418	"Switzerland"	NA	2018	"Ampicillin/Sulbactam"	32
10377418	"Switzerland"	NA	2018	"Cefepime"	8
10377418	"Switzerland"	NA	2018	"Cefoxitin"	16
10377418	"Switzerland"	NA	2018	"Ceftazidime"	32
10377418	"Switzerland"	NA	2018	"Ceftriaxone"	64
10377418	"Switzerland"	NA	2018	"Imipenem"	0.5
10377418	"Switzerland"	NA	2018	"Levofloxacin"	4
10377418	"Switzerland"	NA	2018	"Meropenem"	1
10377418	"Switzerland"	NA	2018	"Piperacillin/Tazobactam"	32
10377417	"Switzerland"	NA	2018	"Amikacin"	16
10377417	"Switzerland"	NA	2018	"Ampicillin"	32
10377417	"Switzerland"	NA	2018	"Ampicillin/Sulbactam"	32
10377417	"Switzerland"	NA	2018	"Cefepime"	8
10377417	"Switzerland"	NA	2018	"Cefoxitin"	16
10377417	"Switzerland"	NA	2018	"Ceftazidime"	16
10377417	"Switzerland"	NA	2018	"Ceftriaxone"	64
10377417	"Switzerland"	NA	2018	"Imipenem"	1
10377417	"Switzerland"	NA	2018	"Levofloxacin"	4
10377417	"Switzerland"	NA	2018	"Meropenem"	2
10377417	"Switzerland"	NA	2018	"Piperacillin/Tazobactam"	32
10377416	"Switzerland"	NA	2018	"Amikacin"	16
10377416	"Switzerland"	NA	2018	"Ampicillin"	32
10377416	"Switzerland"	NA	2018	"Ampicillin/Sulbactam"	32
10377416	"Switzerland"	NA	2018	"Cefepime"	8
10377416	"Switzerland"	NA	2018	"Cefoxitin"	16
10377416	"Switzerland"	NA	2018	"Ceftazidime"	32
10377416	"Switzerland"	NA	2018	"Ceftriaxone"	32
10377416	"Switzerland"	NA	2018	"Imipenem"	1
10377416	"Switzerland"	NA	2018	"Levofloxacin"	4
10377416	"Switzerland"	NA	2018	"Meropenem"	2
10377416	"Switzerland"	NA	2018	"Piperacillin/Tazobactam"	32
10377415	"Switzerland"	NA	2018	"Amikacin"	16
10377415	"Switzerland"	NA	2018	"Ampicillin"	32
10377415	"Switzerland"	NA	2018	"Ampicillin/Sulbactam"	32
10377415	"Switzerland"	NA	2018	"Cefepime"	8
10377415	"Switzerland"	NA	2018	"Cefoxitin"	32
10377415	"Switzerland"	NA	2018	"Ceftazidime"	32
10377415	"Switzerland"	NA	2018	"Ceftriaxone"	64
10377415	"Switzerland"	NA	2018	"Imipenem"	1
10377415	"Switzerland"	NA	2018	"Levofloxacin"	4
10377415	"Switzerland"	NA	2018	"Meropenem"	2
10377415	"Switzerland"	NA	2018	"Piperacillin/Tazobactam"	32
10377414	"Switzerland"	NA	2018	"Amikacin"	16
10377414	"Switzerland"	NA	2018	"Ampicillin"	32
10377414	"Switzerland"	NA	2018	"Ampicillin/Sulbactam"	32
10377414	"Switzerland"	NA	2018	"Cefepime"	8
10377414	"Switzerland"	NA	2018	"Cefoxitin"	32
10377414	"Switzerland"	NA	2018	"Ceftazidime"	32
10377414	"Switzerland"	NA	2018	"Ceftriaxone"	64
10377414	"Switzerland"	NA	2018	"Imipenem"	0.5
10377414	"Switzerland"	NA	2018	"Levofloxacin"	4
10377414	"Switzerland"	NA	2018	"Meropenem"	1
10377414	"Switzerland"	NA	2018	"Piperacillin/Tazobactam"	32
10377413	"Switzerland"	NA	2018	"Amikacin"	16
10377413	"Switzerland"	NA	2018	"Ampicillin"	32
10377413	"Switzerland"	NA	2018	"Ampicillin/Sulbactam"	32
10377413	"Switzerland"	NA	2018	"Cefepime"	16
10377413	"Switzerland"	NA	2018	"Cefoxitin"	32
10377413	"Switzerland"	NA	2018	"Ceftazidime"	16
10377413	"Switzerland"	NA	2018	"Ceftriaxone"	64
10377413	"Switzerland"	NA	2018	"Imipenem"	1
10377413	"Switzerland"	NA	2018	"Levofloxacin"	4
10377413	"Switzerland"	NA	2018	"Meropenem"	2
10377413	"Switzerland"	NA	2018	"Piperacillin/Tazobactam"	32
10377412	"Switzerland"	NA	2018	"Amikacin"	16
10377412	"Switzerland"	NA	2018	"Ampicillin"	32
10377412	"Switzerland"	NA	2018	"Ampicillin/Sulbactam"	32
10377412	"Switzerland"	NA	2018	"Cefepime"	8
10377412	"Switzerland"	NA	2018	"Cefoxitin"	16
10377412	"Switzerland"	NA	2018	"Ceftazidime"	32
10377412	"Switzerland"	NA	2018	"Ceftriaxone"	64
10377412	"Switzerland"	NA	2018	"Imipenem"	1
10377412	"Switzerland"	NA	2018	"Levofloxacin"	4
10377412	"Switzerland"	NA	2018	"Meropenem"	2
10377412	"Switzerland"	NA	2018	"Piperacillin/Tazobactam"	32
10377408	"Switzerland"	NA	2018	"Amikacin"	16
10377408	"Switzerland"	NA	2018	"Ampicillin"	32
10377408	"Switzerland"	NA	2018	"Ampicillin/Sulbactam"	32
10377408	"Switzerland"	NA	2018	"Cefepime"	8
10377408	"Switzerland"	NA	2018	"Cefoxitin"	16
10377408	"Switzerland"	NA	2018	"Ceftazidime"	32
10377408	"Switzerland"	NA	2018	"Ceftriaxone"	32
10377408	"Switzerland"	NA	2018	"Imipenem"	1
10377408	"Switzerland"	NA	2018	"Levofloxacin"	4
10377408	"Switzerland"	NA	2018	"Meropenem"	2
10377408	"Switzerland"	NA	2018	"Piperacillin/Tazobactam"	32
10377407	"Switzerland"	NA	2018	"Amikacin"	16
10377407	"Switzerland"	NA	2018	"Ampicillin"	32
10377407	"Switzerland"	NA	2018	"Ampicillin/Sulbactam"	64
10377407	"Switzerland"	NA	2018	"Cefepime"	16
10377407	"Switzerland"	NA	2018	"Cefoxitin"	32
10377407	"Switzerland"	NA	2018	"Ceftazidime"	64
10377407	"Switzerland"	NA	2018	"Ceftriaxone"	64
10377407	"Switzerland"	NA	2018	"Imipenem"	2
10377407	"Switzerland"	NA	2018	"Levofloxacin"	8
10377407	"Switzerland"	NA	2018	"Meropenem"	0.5
10377407	"Switzerland"	NA	2018	"Piperacillin/Tazobactam"	32
10377406	"Switzerland"	NA	2018	"Amikacin"	16
10377406	"Switzerland"	NA	2018	"Ampicillin"	32
10377406	"Switzerland"	NA	2018	"Ampicillin/Sulbactam"	32
10377406	"Switzerland"	NA	2018	"Cefepime"	8
10377406	"Switzerland"	NA	2018	"Cefoxitin"	32
10377406	"Switzerland"	NA	2018	"Ceftazidime"	16
10377406	"Switzerland"	NA	2018	"Ceftriaxone"	64
10377406	"Switzerland"	NA	2018	"Imipenem"	0.5
10377406	"Switzerland"	NA	2018	"Levofloxacin"	4
10377406	"Switzerland"	NA	2018	"Meropenem"	1
10377406	"Switzerland"	NA	2018	"Piperacillin/Tazobactam"	32
10377405	"Switzerland"	NA	2018	"Amikacin"	16
10377405	"Switzerland"	NA	2018	"Ampicillin"	32
10377405	"Switzerland"	NA	2018	"Ampicillin/Sulbactam"	32
10377405	"Switzerland"	NA	2018	"Cefepime"	8
10377405	"Switzerland"	NA	2018	"Cefoxitin"	16
10377405	"Switzerland"	NA	2018	"Ceftazidime"	16
10377405	"Switzerland"	NA	2018	"Ceftriaxone"	64
10377405	"Switzerland"	NA	2018	"Imipenem"	1
10377405	"Switzerland"	NA	2018	"Levofloxacin"	4
10377405	"Switzerland"	NA	2018	"Meropenem"	2
10377405	"Switzerland"	NA	2018	"Piperacillin/Tazobactam"	32
10377404	"Switzerland"	NA	2018	"Amikacin"	8
10377404	"Switzerland"	NA	2018	"Ampicillin"	32
10377404	"Switzerland"	NA	2018	"Ampicillin/Sulbactam"	32
10377404	"Switzerland"	NA	2018	"Cefepime"	8
10377404	"Switzerland"	NA	2018	"Cefoxitin"	16
10377404	"Switzerland"	NA	2018	"Ceftazidime"	32
10377404	"Switzerland"	NA	2018	"Ceftriaxone"	64
10377404	"Switzerland"	NA	2018	"Imipenem"	1
10377404	"Switzerland"	NA	2018	"Levofloxacin"	4
10377404	"Switzerland"	NA	2018	"Meropenem"	2
10377404	"Switzerland"	NA	2018	"Piperacillin/Tazobactam"	64
10377403	"Switzerland"	NA	2018	"Amikacin"	16
10377403	"Switzerland"	NA	2018	"Ampicillin"	32
10377403	"Switzerland"	NA	2018	"Ampicillin/Sulbactam"	32
10377403	"Switzerland"	NA	2018	"Cefepime"	8
10377403	"Switzerland"	NA	2018	"Cefoxitin"	16
10377403	"Switzerland"	NA	2018	"Ceftazidime"	16
10377403	"Switzerland"	NA	2018	"Ceftriaxone"	32
10377403	"Switzerland"	NA	2018	"Imipenem"	1
10377403	"Switzerland"	NA	2018	"Levofloxacin"	4
10377403	"Switzerland"	NA	2018	"Meropenem"	2
10377403	"Switzerland"	NA	2018	"Piperacillin/Tazobactam"	32
10377402	"Switzerland"	NA	2018	"Amikacin"	16
10377402	"Switzerland"	NA	2018	"Ampicillin"	32
10377402	"Switzerland"	NA	2018	"Ampicillin/Sulbactam"	32
10377402	"Switzerland"	NA	2018	"Cefepime"	8
10377402	"Switzerland"	NA	2018	"Cefoxitin"	16
10377402	"Switzerland"	NA	2018	"Ceftazidime"	32
10377402	"Switzerland"	NA	2018	"Ceftriaxone"	64
10377402	"Switzerland"	NA	2018	"Imipenem"	1
10377402	"Switzerland"	NA	2018	"Levofloxacin"	4
10377402	"Switzerland"	NA	2018	"Meropenem"	2
10377402	"Switzerland"	NA	2018	"Piperacillin/Tazobactam"	32
10377400	"Switzerland"	NA	2018	"Amikacin"	16
10377400	"Switzerland"	NA	2018	"Ampicillin"	32
10377400	"Switzerland"	NA	2018	"Ampicillin/Sulbactam"	32
10377400	"Switzerland"	NA	2018	"Cefepime"	16
10377400	"Switzerland"	NA	2018	"Cefoxitin"	32
10377400	"Switzerland"	NA	2018	"Ceftazidime"	16
10377400	"Switzerland"	NA	2018	"Ceftriaxone"	64
10377400	"Switzerland"	NA	2018	"Imipenem"	1
10377400	"Switzerland"	NA	2018	"Levofloxacin"	4
10377400	"Switzerland"	NA	2018	"Meropenem"	2
10377400	"Switzerland"	NA	2018	"Piperacillin/Tazobactam"	32
10377399	"Switzerland"	NA	2018	"Amikacin"	16
10377399	"Switzerland"	NA	2018	"Ampicillin"	32
10377399	"Switzerland"	NA	2018	"Ampicillin/Sulbactam"	32
10377399	"Switzerland"	NA	2018	"Cefepime"	8
10377399	"Switzerland"	NA	2018	"Cefoxitin"	32
10377399	"Switzerland"	NA	2018	"Ceftazidime"	32
